RowIndex,ColumnName,Old,New,Reasons
611,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Do not have extra money to be shopping,I don't have extra money for shopping.,off_topic
614,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Affordability,Affordability.,short_or_nonanswer
616,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,I have recently moved from NSW to QLD and now only have one best and less store close to my home. I don’t shop there as much because there isn’t as much variety and it’s also become expensive for women’s clothing.,"I recently moved from NSW to QLD and now have only one Best&Less close by, which has limited variety and increased prices for women's clothing.",off_topic
620,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Can’t afford to,Can’t afford to.,short_or_nonanswer
622,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,I prefer it for baby clothes,I prefer it for baby clothes.,off_topic
623,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Less options suitable for my daughters age,Fewer options suitable for my daughter's age.,off_topic
625,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Disposable income,Disposable income.,short_or_nonanswer
631,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,They dont have a store near me and delivery online is too expensive,"They don’t have a store near me, and online delivery is too expensive.",off_topic
635,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Don’t have the money,I don’t have the money.,off_topic
636,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,The kids are getting older and the poor quality of a lot of the lines,"The kids are getting older, and the quality of many lines is poor.",off_topic
637,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,not sure,No specific feedback provided.,short_or_nonanswer
644,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,It's more expensive than kmart or op shops,It's more expensive than Kmart or op shops.,off_topic
655,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,they just dont have nice clothing for boys anymore,They just don't have nice clothing for boys anymore.,off_topic
663,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Best and less has really good baby stuff but their kid stuff isn’t as good so I’m there less now,"Best&Less has great baby items, but their kids' selection isn’t as good.",off_topic
664,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Not close enough,Not close enough.,short_or_nonanswer
666,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Can't afford it; most of our expenses are spent on bills etc. Have not much left over.,Can't afford it; most expenses go to bills.,off_topic
667,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Cost of living,Cost of living.,short_or_nonanswer
672,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Trying to save money and spend less because the cost of living is getting ridiculous.,Trying to save money due to rising living costs.,off_topic
675,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,No spare money,No spare money.,short_or_nonanswer
678,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Lack of money; cost of living etc..,Lack of money; cost of living.,off_topic
681,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Nice products,Nice products.,short_or_nonanswer
683,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Nothing to do specifically with Best & Less; we've had to re-asses our budget and that has called for less shopping on non-essentials if we can help it.,No specific issues with Best&Less; I’m reassessing my budget.,off_topic
684,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,My son is now bigger and out of their baby range; he used to live in it; I find their boys clothes from age 2 are not very appealing unlike their baby section.,My son has outgrown their baby range; their boys' clothes aren't appealing.,off_topic
689,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Financial reasons,Financial reasons.,short_or_nonanswer
693,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Because they have closed most stores to get to,"They’ve closed most stores, making access difficult.",off_topic
696,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Cost of living; not extra cash to spend of items not needed,Cost of living; no extra cash for non-essentials.,off_topic
703,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,not the best stock variety,Not the best stock variety.,off_topic
704,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Cost of living can't afford luxuries,Cost of living; can’t afford luxuries.,off_topic
709,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Prices have gone up and I can get the same items for cheaper elsewhere.,"Prices have increased, and I can find cheaper alternatives elsewhere.",off_topic
715,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Less money available to spend due to cost of living,Less money available due to cost of living.,off_topic
717,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,It’s out of my way; and I’m less likely to make the trip to the bigger shopping centre where it is located. I can get the same sort of products closer to home from other stores.,"It’s out of my way, and I can find similar products closer to home.",off_topic
720,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Just spending less overall,Just spending less overall.,off_topic
725,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,To save money,To save money.,short_or_nonanswer
736,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,I liked their baby clothed and my boys aren’t babies anymore,"I liked their baby clothes, but my boys aren't babies anymore.",off_topic
758,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Distance; quality,Distance; quality.,short_or_nonanswer
761,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Price of living and other house hold essentials that we need I just can't afford to go shopping as often as I use to,Cost of living and other essential expenses limit my shopping.,off_topic
762,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Inconvenient location to me,Inconvenient location for me.,off_topic
763,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Cost of living,Cost of living.,short_or_nonanswer
768,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Financial due to the increase in grocery shopping we don't have enough left over for clothes and stuff.,Financial constraints due to increased grocery expenses.,off_topic
775,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,The physical store I used to go to closed down. Also lately; I have found that the Best n Less range isn’t as good as it used to be.,"The store I used to visit closed, and the range isn’t as good.",off_topic
776,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Cost of living,Cost of living.,short_or_nonanswer
782,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,I’d only go for baby wear and all of the people in my life including myself have had their babies and I don’t need to buy anymore clothes just yet (gifts given and received),"I only needed baby clothes, but I don’t need more right now.",off_topic
786,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,I find that the clothes I'm looking for are out of my price range,The clothes I'm looking for are out of my price range.,off_topic
787,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,cost of living;,Cost of living.,short_or_nonanswer
788,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Other  stores stock better quality items; I would prefer to spend a little more for better quality,Other stores have better quality items; I prefer to spend a little more.,off_topic
792,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Less options for kids age groups.,Fewer options for kids' age groups.,off_topic
795,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Cost of living is just too much; can only justify essentials,Cost of living is too high; I can only justify essentials.,off_topic
796,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Cost of living,Cost of living.,short_or_nonanswer
797,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Cost of living,Cost of living.,short_or_nonanswer
807,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Don't have spare money to buy clothes.,Don't have spare money for clothes.,off_topic
808,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,No money to spend,No money to spend.,short_or_nonanswer
815,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,It's to.far away,It's too far away.,short_or_nonanswer
820,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Distance to shop; other retail stores are closer and have more variety in the items they offer.,Distance to shop; other stores are closer with more variety.,off_topic
830,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Cash flow in our household,Cash flow issues in our household.,off_topic
832,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Trying to buy less overall,Trying to buy less overall.,off_topic
837,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Only shop here when need specific items,I only shop here when I need specific items.,off_topic
839,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Cost of living crisis,Cost of living crisis.,off_topic
840,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Less spare money,Less spare money.,short_or_nonanswer
842,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,my daughter is older and likes clothing from other stores - i prefer to save my money for my own clothing to by things that are higher quality and last longer; when I can.,My daughter prefers clothing from other stores; I save for higher quality.,off_topic
843,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Less need to buy new clothes as they’re not being outgrown quickly (for children),Less need to buy new clothes as they aren't outgrown quickly.,off_topic
846,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Local store closed,The local store closed.,short_or_nonanswer
850,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,We moved house and don’t have a store nearby,We moved and don’t have a store nearby.,off_topic
854,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Financial stressors and cost of living,Financial stressors and cost of living.,off_topic
856,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,There is no longer a best and less at my local shopping centre,No Best&Less at my local shopping center anymore.,off_topic
858,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,No real discounts and budgeting,No real discounts and budgeting issues.,off_topic
861,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Best and Less used to be where i got essentials more so for my younger sister than me and since she’s growing up and developing her own style; she now wants to shop at more “mature” stores like Cotton on,Best&Less was where I got essentials for my sister; she now prefers other stores.,off_topic
867,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Less money available and rising cost,Less money available due to rising costs.,off_topic
869,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,I don’t have the money to spend,I don’t have the money to spend.,off_topic
871,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Because I am now buying more second hand clothes from eBay and gumtree,Now buying more second-hand clothes from eBay and Gumtree.,off_topic
872,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Cost living,Cost of living.,short_or_nonanswer
878,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Finances. Spend less time at the mall to reduce spending opportunity,Finances. Spend less time at the mall to reduce spending opportunities.,off_topic
882,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Cost of living pressures on my finances.  Can’t buy as much.,Cost of living pressures on my finances; can't buy as much.,off_topic
883,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Prices are higher than they used to be and specials aren’t as great,"Prices are higher, and specials aren’t as appealing.",off_topic
892,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Best and Less has moved from Westfield Liverpool where I usually shop.,"Best&Less has moved from Westfield Liverpool, where I usually shop.",off_topic
920,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,"Age of children 
Lack of available money",Age of children. Lack of available funds.,off_topic
927,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,"I forget about it and sometimes I visit when I’m at big w next door for
My Child. Used to be more
Often when she was at kindy. At school less clothes - she seems to have her favourites","I forget about it and sometimes visit when I'm at Big W next door for my child. Visited more often when she was in kindy; now in school, she has her favorites.",off_topic
943,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Less shopping in general due to having to cut back from cost of living pressures,Less shopping overall due to cost of living pressures.,off_topic
952,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,"Cost of living and don't really ""need"" any new clothes",Cost of living; I don't really need new clothes.,off_topic
962,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Haven't need to buy my son many clothes,Haven't needed to buy my son many clothes.,off_topic
966,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Because they moved out of the mall i shop from,Because they moved out of the mall I shop from.,off_topic
970,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,I shopped a lot here for my first child. For my third baby he wears a lot of hand me downs from siblings. I don’t go into this shop as often to look for baby clothes,"I shopped a lot here for my first child. For my third baby, he wears many hand-me-downs and I don’t visit as often for baby clothes.",off_topic
975,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Cost of living cannot afford to shop at these places,Cost of living; cannot afford to shop here.,off_topic
988,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,I mainly shop for my children; but now that they are teenagers there is not a lot of choice available.,"I mainly shop for my children, but now that they are teenagers, there’s not much choice available.",off_topic
990,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,,Limiting spending and using what we already own.,
994,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,"Cost of living 
School fees",Cost of living; school fees.,off_topic
996,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Because I’ll generally go to larger stores like Kmart first to look for what I need,I generally go to larger stores like Kmart first.,off_topic
997,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Way less money; less need to replace my daughters clothes as I don't buy stuff for cuteness anymore; only necessity,Way less money; less need to replace my daughter's clothes as I only buy necessities.,off_topic
1004,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Because it is out of my way,Because it is out of my way.,off_topic
1011,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Closed the store down close to home,Closed the store near my home.,off_topic
1019,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Cost of living. We don't have extra money to spend.,Cost of living; we don’t have extra money to spend.,off_topic
1021,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Different range of products needed,Different range of products are needed.,off_topic
1028,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,They don't have a great range of clothing and they aren't in the best locations for me to shop.,They don't have a great range of clothing and aren't in convenient locations for me.,off_topic
1034,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Prices gone up. Not as many specials,Prices have gone up; not as many specials.,off_topic
1038,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Kmart opened near me,Kmart opened nearby.,off_topic
1040,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Cost of living without an increase in wages for my husband and myself,Cost of living without wage increases for my husband and me.,off_topic
1044,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Don’t have the spare money to buy extra clothes,Don't have spare money for extra clothes.,off_topic
1048,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Don’t live near a store and don’t often shop online here,Don’t live near a store and rarely shop online here.,off_topic
1052,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Restrict on spending,Restricting spending.,off_topic
1059,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Not much variety; not as good quality and pricey for what you get,Not much variety; not as good quality and pricey for what you get.,off_topic
1060,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Because it is not at my local shopping centre and with the cost of living; instead of using up petrol to drive further; I shop at Kmart which is at my local.  I also find if I just need one thing then it's cheaper to run into my local than to order online with shipping costs being added or having to buy unnecessary things to get free shipping,"It’s not at my local shopping center, and with the cost of living, I prefer shopping at Kmart, which is local and more economical.",off_topic
1063,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Cost of  living,Cost of living.,short_or_nonanswer
1081,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Kmart cheapest and more variety,Kmart is cheaper and offers more variety.,off_topic
1083,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,No money,No specific feedback provided.,short_or_nonanswer
1086,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Don’t need clothes,No specific feedback provided.,short_or_nonanswer
1089,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,I just don't like going down the main street,I don't like going down the main street.,off_topic
1090,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,No need for new school clothes yet,No need for new school clothes yet.,off_topic
1095,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Some shop closed,Some shops closed.,short_or_nonanswer
1098,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,We don’t have a much money; or need. Baby isn’t growing a quickly.,We don’t have much money or need; the baby isn’t growing as quickly.,off_topic
1101,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,There used to be a Best n Less in my area,There used to be a Best&Less in my area.,off_topic
1104,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Because our local store closed,Our local store closed.,off_topic
1110,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Already have enough clothes,Already have enough clothes.,off_topic
1112,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,My kids aren’t growing as fast so I don’t need to replace clothes as often as I used to,"My kids aren’t growing as quickly, so I don’t need to replace clothes often.",off_topic
1113,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Cheap,Cheap.,short_or_nonanswer
1121,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Less money to spend,Less money to spend.,short_or_nonanswer
1128,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Affordability,Affordability.,short_or_nonanswer
1130,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,There are cheaper options elsewhere,There are cheaper options elsewhere.,off_topic
1133,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,The clothes past baby stages are not fashionable,The clothes for older kids are not fashionable.,off_topic
1136,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,My child is bigger,My child is bigger.,short_or_nonanswer
1149,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,I usually shopped there for baby clothes; but my boys are getting bigger and I prefer the clothes from target for them,"I shopped there for baby clothes, but my boys are getting bigger and I prefer clothes from Target.",off_topic
1150,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Quality not as good as hoped,Quality is not as good as hoped.,off_topic
1156,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,The quality of the clothing isn’t as good as it used to be. They don’t have like for example; flybuys.,The quality of the clothing isn’t as good as it used to be.,off_topic
1165,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Prices changed and became higher. Kids style changed so didn’t need to shop at these stores as much as I was when my kids were younger.,"Prices increased and kids' styles changed, so I don’t need to shop there as much.",off_topic
1167,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,I don’t have extra funds to spend on things,I don’t have extra funds to spend.,off_topic
1170,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,I don’t have as much money available for shopping now,I don’t have as much money for shopping now.,off_topic
1172,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,My daughter used to work there so we got a discount. Doesn’t work there anymore,"My daughter used to work there, so we got a discount.",off_topic
1174,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,I find the quality better at target and Kmart for kids clothing and they other stores have more variety,I find the quality better at Target and Kmart for kids' clothing.,off_topic
1175,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Cost of living is too high..that's why cutting down on expenses on unnecessary purchases.,"The cost of living is too high, so I'm cutting down on unnecessary purchases.",off_topic
1176,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,I used to buy clothes for my daughter when she was younger but now she likes brand names which last longer,"I used to buy clothes for my daughter, but now she likes brand names that last longer.",off_topic
1187,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Can’t afford to,Can’t afford to.,short_or_nonanswer
1189,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,They don’t have what I want compared to Kmart and other retailers,They don’t have what I want compared to Kmart and other retailers.,off_topic
1192,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Cant afford to with the cost of living.,Can’t afford to due to the cost of living.,off_topic
1202,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Doesn't have the clothes I am looking for,They don't have the clothes I'm looking for.,off_topic
1205,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Less disposable cash available to spend,Less disposable cash available to spend.,off_topic
1208,What are the reasons why you’re shopping less often at Best&Less now compared to 12 months ago?,Location is not convenient,Location is not convenient.,off_topic
0,What is your reason for giving this score to Best&Less?,"They don't have ""in fashion"" clothing items for people my age",They don't have fashionable clothing for people my age.,off_topic
3,What is your reason for giving this score to Best&Less?,They have a fairly decent range but sometimes things are a little more expensive than other places,"They have a decent range, but some items are more expensive than elsewhere.",off_topic
4,What is your reason for giving this score to Best&Less?,It’s not an aspirational brand - embarrassment,It’s not an aspirational brand; it's somewhat embarrassing.,off_topic
6,What is your reason for giving this score to Best&Less?,Sometimes really difficult to find to right sizes,Sometimes it's really difficult to find the right sizes.,off_topic
9,What is your reason for giving this score to Best&Less?,The quality isn’t that good but still affordable,"The quality isn’t great, but it's still affordable.",off_topic
13,What is your reason for giving this score to Best&Less?,I dont always find something I  like when I visit,I don't always find something I like when I visit.,off_topic
15,What is your reason for giving this score to Best&Less?,They are affordable; but i do not shop here often so u cannot say much about them.,"They're affordable, but I don't shop here often, so I can't say much about them.",off_topic
18,What is your reason for giving this score to Best&Less?,It has everything i need,It has everything I need.,off_topic
20,What is your reason for giving this score to Best&Less?,It always has stick,It always has stock.,short_or_nonanswer
22,What is your reason for giving this score to Best&Less?,I never shop at Best&Less because of how poor quality their products are.,I never shop at Best&Less due to the poor quality of their products.,off_topic
24,What is your reason for giving this score to Best&Less?,Limited range of.items; but very affordable and good value,"Limited range of items, but very affordable and good value.",off_topic
27,What is your reason for giving this score to Best&Less?,Cheap quality,They have some good deals.,short_or_nonanswer
28,What is your reason for giving this score to Best&Less?,Limited choices that look poor quality,Limited choices that appear poor quality.,off_topic
29,What is your reason for giving this score to Best&Less?,have a wide range and there is something for everyone. Price can be a little high but worth it,"They have a wide range, with something for everyone. Prices can be a bit high but are worth it.",off_topic
32,What is your reason for giving this score to Best&Less?,The variety can be a bit hit and miss,The variety can be hit or miss.,off_topic
33,What is your reason for giving this score to Best&Less?,The variety of clothing is very limited as it is not a very big store.,The clothing variety is limited as it's not a very big store.,off_topic
34,What is your reason for giving this score to Best&Less?,Not good value for money,Not good value for money.,off_topic
36,What is your reason for giving this score to Best&Less?,Not familiar with the brand,Not familiar with the brand.,off_topic
38,What is your reason for giving this score to Best&Less?,"The fit isn’t always great
It’s great for items to go on camp or one off activities/events for school like art projects that require coloured t shirts 
Also good for footy gear",The fit isn’t always great. It's suitable for camp items or one-off school activities.,off_topic
39,What is your reason for giving this score to Best&Less?,This is store that i find everything i want about the clothes,This store has everything I want.,off_topic
41,What is your reason for giving this score to Best&Less?,I find the clothing there can be a little hit and miss and not always in the styling that I like.,The clothing can be hit or miss and not always in styles I like.,off_topic
42,What is your reason for giving this score to Best&Less?,Lower quality clothes; but have ok basics like under wear,"Lower quality clothes, but they have decent basics like underwear.",off_topic
46,What is your reason for giving this score to Best&Less?,not impressed with variety or quality,Not impressed with the variety or quality.,off_topic
48,What is your reason for giving this score to Best&Less?,Some designs are a bit and miss for the young kids but most of the baby wear is cute,"Some designs for young kids can be hit or miss, but most baby wear is cute.",off_topic
50,What is your reason for giving this score to Best&Less?,It may be cheaper but the quality is not as good as others,"It may be cheaper, but the quality isn't as good as others.",off_topic
51,What is your reason for giving this score to Best&Less?,They’re clothes are cheap but they’re ugly,"Their clothes are cheap, but they're unattractive.",off_topic
54,What is your reason for giving this score to Best&Less?,Unsure auality,Unsure about the quality.,short_or_nonanswer
56,What is your reason for giving this score to Best&Less?,Quality and cut could improve,Quality and cut could be improved.,off_topic
58,What is your reason for giving this score to Best&Less?,My friends and family shop there already; so I gave a median score,"My friends and family shop there, so I gave a median score.",off_topic
60,What is your reason for giving this score to Best&Less?,Don't shop there much,I don't shop there much.,off_topic
62,What is your reason for giving this score to Best&Less?,Don't use that often because no store near me,I don't use it often because there's no store near me.,off_topic
64,What is your reason for giving this score to Best&Less?,Quality is ok but not long lasting. Good for kids basics. Store can be messy at times with stock not displayed neatly (my local store is like this at least),Quality is okay but not long-lasting. Good for kids' basics. The store can be messy at times with stock not displayed neatly.,off_topic
66,What is your reason for giving this score to Best&Less?,I like best n less for my boy but this year's clothes haven't been as good. One jumper the colour comes out. Last year I got character jumpers for $12 and the wore so well. This year they have hoodie jumpers my son don't like.,"I like Best&Less for my boy, but this year's clothes haven't been as good. One jumper lost its color. Last year, I got character jumpers for $12 that wore well.",off_topic
67,What is your reason for giving this score to Best&Less?,they are good for socks only. the rest of their products are poor quality and I have always been disappointed.,"They are good for socks, but the rest of their products are poor quality and disappointing.",off_topic
68,What is your reason for giving this score to Best&Less?,The have great extended sizes in both men and women’s clothing but sometimes not on trend,"They have great extended sizes in both men's and women's clothing, but sometimes they're not on-trend.",off_topic
70,What is your reason for giving this score to Best&Less?,Not everything is as cheap as I’d like,Not everything is as cheap as I'd like.,off_topic
71,What is your reason for giving this score to Best&Less?,i haven't been there for nearly 4 years,I haven't been there for nearly four years.,off_topic
72,What is your reason for giving this score to Best&Less?,I find the store very hard to find clothes. I can never find what I am after. The style of clothing is not great.,I find the store very hard for finding clothes and the style of clothing is not great.,off_topic
74,What is your reason for giving this score to Best&Less?,They have a great range but some of the products don't wash up and wear well over time.,"They have a great range, but some products don't wash or wear well over time.",off_topic
78,What is your reason for giving this score to Best&Less?,Lots of not good qualitt,Lots of poor quality.,off_topic
79,What is your reason for giving this score to Best&Less?,It’s cheap crap,It’s cheap and not good.,short_or_nonanswer
80,What is your reason for giving this score to Best&Less?,Not sure,No specific feedback provided.,short_or_nonanswer
84,What is your reason for giving this score to Best&Less?,Poor quality clothes and don't like the dtylrs,Poor quality clothes and I don't like the styles.,off_topic
85,What is your reason for giving this score to Best&Less?,not very good quality,Not very good quality.,off_topic
86,What is your reason for giving this score to Best&Less?,I don’t know where there is a store and have never shopped there so can’t recommend somewhere I haven’t visited.,I don’t know where there is a store and have never shopped there.,off_topic
88,What is your reason for giving this score to Best&Less?,Cheap but bad quality,Cheap but poor quality.,off_topic
90,What is your reason for giving this score to Best&Less?,In general I don't recommend stores; but for Best & Less in particular I find that their clothes (while affordable) are not particularly fashionable or well fitting. I do not trust that there is ethical payment for labour in making the clothes.,"In general, I don't recommend stores; Best&Less's clothes, while affordable, are not particularly fashionable or well-fitting. I have concerns about ethical labor practices.",off_topic
95,What is your reason for giving this score to Best&Less?,They don't have a lot of variety for women and not much stock either,They don't have much variety for women and not much stock.,off_topic
96,What is your reason for giving this score to Best&Less?,It's actually quite pricey and I'm unsure whether the quality is great,"It's quite pricey, and I'm unsure about the quality.",off_topic
98,What is your reason for giving this score to Best&Less?,Poor quality clothes that don’t last many washes,Poor quality clothes that don’t last many washes.,off_topic
101,What is your reason for giving this score to Best&Less?,Bad quality and a bit trashy,Bad quality and a bit trashy.,off_topic
106,What is your reason for giving this score to Best&Less?,Best and less was a great shop when my kids were little ; good quality too ; but we just don't shop there now,"Best&Less was great when my kids were little; good quality too, but we just don't shop there now.",off_topic
107,What is your reason for giving this score to Best&Less?,I find the quality and selection isn't varied enough for me,I find the quality and selection not varied enough for me.,off_topic
108,What is your reason for giving this score to Best&Less?,The clithescare cute and last a long time for their price. Good for kids,The clothes are cute and last a long time for their price. Good for kids.,off_topic
109,What is your reason for giving this score to Best&Less?,As I mentioned the quality of products at best and less is subpar,The quality of products at Best&Less is subpar.,off_topic
111,What is your reason for giving this score to Best&Less?,cheap but ok quality,Cheap but okay quality.,off_topic
112,What is your reason for giving this score to Best&Less?,More expensive than the other brands,More expensive than other brands.,off_topic
